IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%
401179,xmm0,13988511,505,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,5.125194,79.61783439490446,20.38216560509554
401175,rax,13996738,780,masked,<lud_omp._omp_fn.0>,add,"add, $0x1,%rax",1,0,5.128235,79.74683544303798,20.253164556962027
4010ad,rdx,14182772,995,crash,<lud_omp._omp_fn.1>,add,"add, %rsi,%rdx",0,1,5.196987,79.87421383647799,20.12578616352201
40117d,rdx,14283613,497,crash,<lud_omp._omp_fn.0>,add,"add, %rsi,%rdx",0,1,5.234255,80.0,20.0
40117d,rdx,14618412,184,masked,<lud_omp._omp_fn.0>,add,"add, %rsi,%rdx",1,0,5.357986,80.12422360248448,19.875776397515526
4010b2,xmm1,14796941,645,masked,<lud_omp._omp_fn.1>,subss,"subss, %xmm0,%xmm1",1,0,5.423965,80.24691358024691,19.753086419753085
4010a9,xmm0,14797698,205,masked,<lud_omp._omp_fn.1>,mulss,"mulss, (%rdx),%xmm0",1,0,5.424245,79.75460122699387,20.245398773006134
4010a0,xmm0,15565113,378,masked,<lud_omp._omp_fn.1>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,5.707858,79.8780487804878,20.121951219512194
40117d,rdx,15800363,354,crash,<lud_omp._omp_fn.0>,add,"add, %rsi,%rdx",0,1,5.794799,80.0,20.0
401179,xmm0,16221865,48,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,5.950573,80.12048192771084,19.879518072289155
4010a5,rax,16274547,957,masked,<lud_omp._omp_fn.1>,add,"add, $0x1,%rax",1,0,5.970043,80.23952095808383,19.760479041916167
401175,rax,17010297,199,crash,<lud_omp._omp_fn.0>,add,"add, $0x1,%rax",0,1,6.241953,80.35714285714286,19.642857142857142
401182,xmm1,17249563,169,masked,<lud_omp._omp_fn.0>,subss,"subss, %xmm0,%xmm1",1,0,6.330379,80.4733727810651,19.526627218934912
401182,xmm1,17368762,399,masked,<lud_omp._omp_fn.0>,subss,"subss, %xmm0,%xmm1",1,0,6.374431,80.58823529411765,19.41176470588235
4010a5,rax,17455045,725,crash,<lud_omp._omp_fn.1>,add,"add, $0x1,%rax",0,1,6.406318,80.70175438596492,19.29824561403509
4010a5,rax,17590161,569,crash,<lud_omp._omp_fn.1>,add,"add, $0x1,%rax",0,1,6.456253,80.81395348837209,19.186046511627907
40117d,rdx,17796390,64,crash,<lud_omp._omp_fn.0>,add,"add, %rsi,%rdx",0,1,6.532469,80.92485549132948,19.07514450867052
4010a5,rax,17975661,76,crash,<lud_omp._omp_fn.1>,add,"add, $0x1,%rax",0,1,6.598722,80.45977011494253,19.54022988505747
4010c9,rflags,18329322,519,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %r8d,%r11d",1,0,6.729424,80.57142857142857,19.428571428571427
401180,rflags,18550201,899,masked,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,6.811054,80.11363636363636,19.886363636363637
